commit,probability,prediction,vulnerability_type
baee520e3dd9be6511c45a14c5f5e77784de1471,0.0,0,0
6972f9dfe325636b3db4e0bc517ee22a159365c0,0.0,0,0
ecff21e0d0e84f35c299ef91d7fda088e516d4ed,0.0,0,0
137ab7d5681486c6d6cc8faac4300b7cd4ec0cf1,0.0,0,0
2119afbe74ee0c914c1d5c4c859c594c08b0ad42,0.0,1,CWE-434
047f96fb39e6bf70cb9f344093f5886e51dce0ac,0.01,0,0
8f9cc62b3f9a1da9712329ddcedb9750d585505c,0.0,1,CWE-264
6e48aa92ff4e6e95424300ecd52a9ea453c19c60,0.0,1,CWE-290
7a1aac3343af85b4af4df5f8844946eaa27394ab,0.0,0,0
2fc108f60f98cd00813418a8754a46476b404a3c,0.0,0,0
15bf44fd2c1ad0e3fd87048b3fcc90c4dcff1175,0.0,0,0
a6cba062051f345e8ebfdff34aba071ed73d923f,0.0,0,0
e6511cc1a950fe1566b2236329d6b4bd0826cc7a,0.0,0,0
4971613c1639d8e5f102c4e797c3bf8f83a5a69e,0.0,0,0
4bf1006cae7e87259ccd5219128c3dba75774441,0.01,0,0
6d8c50dcb029872b298eea68cc6209c866fd3e14,0.0,0,0
ddb8ecc4ebf260e4967f57f271d4f5761abeac3e,0.0,0,0
0d0e57697f162da4aa218b5feafe614fb666db07,0.01,0,0
46844402bca7a38fc224483ba6f0a93c4613203f,0.0,0,0
36a24c7881427d2e1e4dc1cef58f19eee0d13aec,0.0,0,0
c351b47ce85a3a147cfa801fa9f0149ab4160834,0.0,0,0
8b91e71441069b1dde9ac9ff9d9a829b1b4aecca,0.0,0,0
717ca98d8c3bba348ff62281fdf38dcb5ea1ec92,0.0,0,0
7c8cc4ec69cd348e44ad6a2699057ca88faad3e5,0.0,0,0
b98e762e3d71e893b221f871825dc64694cfb258,0.0,0,0
206a81c18401c0cde6e579164f752c4b147324ce,0.0,1,CWE-290
aecd0ada163a4d6c769cec178955d5f3e9316f2f,0.0,0,0
fd85f8c94182558ff1480d06a236d6fb927979a3,0.01,0,0
7725e7bfe6f2ce8146b6552b44e0d226be7638e7,0.0,0,0
b90cd6f2b905905fb42671009dc0e27c310a16ae,0.0,0,0
b9dd46188edc2f0d1f37328637860bb65a771124,0.0,0,0
60b234301adf258786d8b90be5c1d437fc8799e0,0.02,0,0
801c1c6be5324219689c98e1bd3e0ca365ee834d,0.0,1,CWE-922
898ae90a44551d25b8e956fd87372d303c82fe68,0.0,0,0
4c6fe2e2ea62469642ed1d80b16d39e616b25cf5,0.01,0,0
6a043145ca6e9c55184013841a67b2fef87e44c0,0.0,0,0
ce08a3691a8ac29125e29fc41967b3737fa3f425,0.0,0,0
2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478,0.0,0,0
600ddd6825543962fb807884169e57b580dba208,0.0,1,CWE-20
3c0c5cfdcd4d69ffc4b9c0907cec99039f30a50a,0.0,0,0
1a7fd1fb2998002da6e9ff2ee46e1bdd25ee8404,0.04,0,0
df4d92549f23e1c037e83323aff58a21b3de7fe0,0.0,1,CWE-539
1071f554dbd09f7e101324d366eec5f4fe5a3ece,0.0,0,0
ff70c47a396ef1e3cb73c90513da4f5cb71bebba,0.02,0,0
f18ddf5d82de0ab7591a36e465bc24225776940f,0.02,1,CWE-20
8ab3060aace7b20c2845f2f725d4f306cca61dd4,0.0,0,0
4c0faba32fddbd0745cbfaf1e1aeb3da5d35b9fc,0.02,0,0
158d8a6b088662ce9d31e0c777c6ebe90efdc854,0.0,0,0
d8ba61ba58c88d5207c1ba2f7d9a2280e7d03be9,0.01,0,0
6f4f147d8e86adf9ad34a8ffd7e7f1f23a7e74da,0.0,0,0
26bcceda72372211063d62aab7e45665faa83633,0.0,0,0
e8714f6f93d1a32f4e4655209960afcf4c185214,0.0,0,0
3592aaeb80290bda0f2cf0b5456c97bfc638b192,0.0,0,0
11977f917506d950b7e0cae558bd9189260b253b,0.01,0,0
dad48e73127ba10279ea33e6dbc8d3905c4d31c0,0.0,0,0
9409e22acdfc9153f88d9b1ed2bd2a5b34d2d3ca,0.0,0,0
fb73974172ffaaf57a7c42f35424d9aece1a5af6,0.0,1,CWE-434
2217022b7d1142738656d891e00b3d2d9179b796,0.0,0,0
f6aef68089221c5ea047d4a74224ee3deead99a6,0.0,1,CWE-352
b5e2f339865fb443107e5b10603e53bbc92dc054,0.0,1,CWE-732
b60d1ed0af37c50b91a40937825b4c61e8458095,0.0,1,CWE-521
bfb7915d4b2e11acb6a819e451c382dc645277db,0.0,0,0
5a0fdfada3a2aa50d7b947a2e958bf00cbe0d830,0.0,0,0
4ff67b720c02c36e54d55b88c2931879b7db1cd2,0.0,0,0
c58df149900df862806d0e892859b41115875845,0.03,0,0
aab49e934de1fff046e659cbec46e3d053b41c34,0.0,1,CWE-79
85bbda514af5bac1042dd2fd2f869021e2afcaa1,0.0,0,0
8b74d439e1697110c5e5c600643e823eb1dd0762,0.01,0,0
4c0ee937c0f61c4fc5f5d32d9bb4c67428012a60,0.0,0,0
3a10f6b829297dae63492a8c63385044bc6953ed,0.0,0,0
d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,0.0,0,0
2d45a02d0166caf2627fe91897c6ffc3b19514c4,0.01,0,0
55edae0226409de25e59922807cb09acb45731a2,0.0,0,0
fa2755e20ab0c7215d99c2dc7c262e98a09b01df,0.0,1,CWE-732
445c8fb0ebff85195be94cd9f7e1df89cade5c7f,0.0,0,0
58d9c46929ca0828edde34d263700c3a5fe8dc3c,0.0,0,0
79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20,0.0,0,0
954e3d2e7113e9ac06632aee3c69b8d818cc8952,0.01,0,0
7e80b63ecd259d69d383623e75b318bf2bd491f6,0.0,0,0
4413d43962e1aed72a285ae8fb68780bb64a11fe,0.0,0,0
303911cfc5b95d33687d9046133ff184cf5043ff,0.01,0,0
6b5d3fb26fb4be48e4966e4b1d97c2165538d4ef,0.0,1,CWE-89
5d2be1422e02ccd697ccfcd45c85b4a26e6178e2,0.0,0,0
6c5211a0cef0cc2854eaa387e0eb036e012904d0,0.0,0,0
c40f7d74c741a907cfaeb73a7697081881c497d0,0.01,0,0
c20f4fcb74da2d0432c7b54499bb98f48236b904,0.0,0,0
7b789836f434c87168eab067cfbed1ec4783dffd,0.0,0,0
fe9ed49dafa993e3af96b6a5a589efeea9bfb36f,0.0,0,0
a1eefe986065846b6c69dbc09afd9fa1a02c4a3d,0.03,0,0
3c1b60cfa62d39e5fff5a53a5bc53dae189e740e,0.0,0,0
482da92095c4d48f8784b1f00dda4f81c28d2988,0.02,0,0
2e37b271c473e1cbd01d62ebe1f3b011fc9fe638,0.0,0,0
1295ae4dbb52fe06b19733b0257e2340d7b63b8d,0.0,0,0
6817ae225cd650fb1c3295d769298c38b1eba818,0.0,0,0
943d595a018e69b550db08cccba1d0778a86705a,0.0,0,0
4e9a0b05257f29cf4b75f3209243ed71614d062e,0.0,0,0
53499d8d4c69142137c7c7f0097a444783fdeb90,0.0,0,0
d76c68109f37cb85b243a1cf0f40313afd2bae68,0.0,0,0
9352616ec9742f2ed3d2802d0c8c100d51ca410b,0.0,0,0
ff254722a2683867fcb3e67569ffd36226c4bc62,0.0,0,0
50156d547b9a1da0144d7babe665cf690305b33c,0.0,0,0
15753588bcd4bbffae1cca33c8ced5722477fe1f,0.0,0,0
40caff2d1fb08262c84aaaa8ac584baa8866dd7c,0.0,0,0
065b7978c40ded35c356ced6cd922a40156c9c46,0.0,0,0
13db820f5e24cd993ee554e99377fea02a904e18,0.0,0,0
656cb0450aeb73b25d7d26980af342b37ac4c568,0.0,0,0
bb80e9c7a798f035768260ebdadffb6eb0786178,0.0,1,CWE-922
a7886f0ed1277c69142b14a2c6629175a6331edc,0.03,0,0
2ca39528c01a933f6689cd6505ce65bd6d68a530,0.01,1,CWE-94
ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d,0.0,0,0
d39a171e9c6a1c44dbdf43f9db6c3fbd887e38c1,0.0,0,0
6c85501f2fabcfc4fc6ed976543d252c4eaf4be9,0.0,1,CWE-22
83f1b4ba917db5dc5a061a44b3403ddb6e783494,0.0,0,0
c78993d138bf480ab4652b5a48379d4ff75ba5f7,0.0,0,0
5e7b9ec688d79e7b16ec7064e1d37e8481a31e72,0.0,0,0
438274f938e046d33cb0e1230b41da32ffe223e1,0.0,0,0
5d0d76e88ee2d3236d7e032589d6f1d4ec5f7b1e,0.0,0,0
5af10dfd0afc559bb4b0f7e3e8227a1578333995,0.0,0,0
53c4137bd924b954432c6c59da7572c4c5ffa901,0.0,0,0
25d622ffc432acc736b14ca3904177579e733cc6,0.01,0,0
c9fb704cf3af5524eb8e79961e31b60eee8c3c47,0.0,0,0
0614e2b73768b502fc32a75349823356d98aae2c,0.0,0,0
7f060bbb72966cae80d6fee338d0b07fa3fc06e1,0.0,0,0
8a84f7a2b5a2b27ecf88d25bad9ac777cd2f7992,0.0,1,CWE-502
d9ccd8227c4c88a907cda5278408b73552cb0c07,0.0,0,0
0318fa8b61bd6c837641129d585f1a73c652b1e0,0.0,0,0
7c164a0c86cec6ee95df1d141e67b0e85dfdefd2,0.0,1,CWE-94
162f98dea487206d9ab79fc12ed64700667a894d,0.0,0,0
c58d6c93680f28ac58984af61d0a7ebf4319c241,0.0,0,0
4f68e9661518463fca523c9726bb5d940a2aa6d8,0.0,0,0
722f9890f09aadfc37ae479e7d946d5fc5ef7b91,0.02,1,CWE-404
552bfced6ce4809db5f3ca305f60ff80dd40c5a3,0.0,0,0
adee11b2085bee90bd8f4f52123ffb07882d6256,0.0,0,0
9b57da0630c9fd36ed7a20fc0f98dc82cc0777fa,0.01,1,CWE-327
fce3821111e3307a599d2378f2cca2ef2097c6c4,0.0,0,0
003c62d28ae438aa8943cb31535563397f838a2c,0.06,0,0
ba59206b3225f0e8e95a27eff41cb1c49ddf9a37,0.06,0,0
f473e355e1dc422c4f019dbf86bc50ba1a34a766,0.0,0,0
657831ffc38e30092a2d5f03d385d710eb88b09a,0.0,1,CWE-20
0cdfa9e6f0915e3d243e2393bfa8a22e12d553b0,0.01,0,0
26f5a4350f3ab5507bb8727051c87bb04660f333,0.0,0,0
2638fd0f92d4397884fd991d8f4925cb3f081901,0.01,0,0
d17507ffa3e9742199b02a66aa940e79ababfa30,0.0,0,0
d8c2604cd438c41ec72aff52c16ebd8183068020,0.05,0,0
2e07e8348ea454615e268222ae3fc240421be768,0.01,0,0
992480c30f75943e9cd6245bb2015c7737f9b661,0.0,0,0
53a3e53fce30523d11ab3df319fba7b75d63076f,0.0,0,0
6d55ba265637d6adf0ba7e9c9ef11187d1ec2f5b,0.01,0,0
c101abff4c6756db4f5e740fde289decb9452efa,0.01,0,0
f50c9c853e7809810099c970780c30b0765b0643,0.08,0,0
33243031dad02d161225ba99d782616da133f689,0.0,0,0
f5527fffff3f002b0a6b376163613b82f69de073,0.0,0,0
7ec414892ddcad88313848494b6fc5f437c9ca4a,0.01,0,0
62e81562e4e3a33dad705b1b66a3407afbde3242,0.0,0,0
be7185faf7f52674028977dcf501c6039ff03aa5,0.0,0,0
785ef73dba6e9fefd2e5dd24546e0efa8698e5cd,0.0,1,CWE-922
6c4841c2b6c32a134f9f36e5e08857138cc12b10,0.0,0,0
4397b3376dc4e4cb1c991d0aed61ce6482614196,0.0,1,CWE-539
5b3bceca875e4ea4ed9d14c20b20ce46c92c13c6,0.0,0,0
ef59bd764f88d893f1219fee8ba696a5d3f8c1c4,0.0,0,0
d251157ac1928191af851d199a9ff255d330bec9,0.02,0,0
1007b98f8795ad4bea6bc5f68a32d83e982fdae4,0.0,0,0
3f627e580acfdaf0595ae3b115b8bec677f203ee,0.01,0,0
86736f59d6a527d8bc807d09b93f971c0fe0bb07,0.0,0,0
4e914bbe371433f0590cefdf3bd5f3a5710069f9,0.0,0,0
dfd6b54ce33960e420fb206d8872fb759b577ad9,0.0,0,0
ce40cd3fc7fa40a6119e5fe6c0f2bc0eb4541009,0.07,0,0
4e1cf0d3e6f6fe2552a269def0af1cd2403e266c,0.0,0,0
441026fcb13ac23aa10edc312bdacb6445a0ad06,0.0,0,0
7f5a490d09f4d56801ac3a3e4e39e03e1471b44c,0.0,0,0
dee1f973ca341c266229faa5a1a5bb268bed3531,0.0,1,CWE-521
156a2e4dbffa85997636a7a39ef12da6f1b40254,0.0,0,0
5eb8cf89d724ccb0b4ce5f24171ec7c11f0a7647,0.0,0,0
1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd,0.0,0,0
647bf3d8a8e5777319da92af672289b2a6c4dc66,0.0,0,0
8f1457864be8fb9653643519dea1c6492f1dde57,0.0,0,0
34fa79a6cde56d6d428ab0d3160cb094ebad3305,0.0,0,0
ac64115a66c18c01745bbd3c47a36b124e5fd8c0,0.0,1,CWE-259
339e11a7f178312d937b7c95dd3115ce7236597a,0.0,0,0
34b88a68f26a75e4fded796f1a49c40f82234b7d,0.0,0,0
da5ff2daf618591f64b2b62d9d9803951b945e9f,0.0,0,0
f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,0.0,0,0
67bfd9feeecfb3c61d80f0e46d89c170fbee682b,0.0,1,CWE-521
fdf5af0daf8019cec2396cdef8fb042d80fe71fa,0.0,0,0
975528f632f73fbffa3f1fee304e3bbe3296cffc,0.0,0,0
21f8aaee0c62708654988ce092838aa7df4d25d8,0.0,0,0
c5044689e50039635e7700fe2472fd632ac77176,0.0,0,0
5c378d6a6df8243f06c87962b873bd563e58cd39,0.0,1,CWE-352
e281ca6f83560a24ac1d490dcca9fe49b03bbdcd,0.0,0,0
77e70d351db7de07a46ac49b87a6c3c7a60fca7e,0.0,1,CWE-434
adce965162dd89bf29ee0e5baf53652e7515762c,0.0,0,0
c3720cff158c265dec2a0c6104b1d65954ae6bfd,0.0,0,0
4a334bbf5584de37c6f5a47c380a531c8c4b140a,0.01,0,0
6a76f8c0ab19f215af2a3442870eeb5f0e81998d,0.0,1,CWE-20
13184036a6b1b1d4b61c91118c0896e9ad4634c3,0.0,1,CWE-639
c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,0.0,0,0
c0ca3d70e8d3cf81e2255a217f7ca402f5ed0862,0.0,0,0
9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6,0.0,0,0
0f6ceabab0a8849b47f67d727aa526c2656089ba,0.0,1,CWE-327
729eba3355674f2d9524629b73683ba1d1cd3f10,0.0,0,0
93f30f825c08477fe8f76be00539e96014cc83c8,0.0,0,0
2febc839133280d5a5e8e1179c94ea674489dae2,0.04,0,0
051ae669e4505abbe05165bebf6be7922de11f41,0.0,0,0
c79ba87153ee343401dbe9d1954d7f79e521eb14,0.02,0,0
bfda1efa547dce11a38592820916db01b05b9339,0.0,0,0
6ff7b060535e87c2ae14dd8548512abfdda528fb,0.01,0,0
97ef580ec2cca9a54da6f9bd9fdd9a455f6d74ed,0.0,0,0
4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e,0.0,0,0
9453264ef58638ce8976121ac44c07a3ef375983,0.08,0,0
1250f12613b61758675848f6600ebd914ccd7636,0.0,0,0
dbdd16b62560413abcc3c8e893cc3010ccf31666,0.01,0,0
38e98ee61d74f5f5ab4aa4c77146faad1962d6d0,0.05,0,0
8dc9551e1d56290e6f7f02cc38b77e1d211fd4a5,0.0,0,0
23b133bdc452aa441fcb9b82cbf6dd05cfd342d0,0.0,0,0
8605330aac5a5785630aec8f64378a54891937cc,0.0,0,0
99ba9fd02fd481eb971023a3a0a251a37eb87e4c,0.0,0,0
18bad1ff32435e523d7507e9b2ce0010124a8f2d,0.0,0,0
190ffdf6c8b1ec443be202c7d69e63a7e3da25e3,0.0,0,0
0417cea1b6d72f90bd4f1f573f91e42a8ba66a89,0.0,0,0
5c080298d59efa53264d7248bbe3a04660db6ef7,0.0,0,0
f9b62f9843c7b0afdaecabbcebf1dbba18599408,0.0,0,0
6c0f101a62489b1c5927b4ed63b0e1d37db40282,0.0,0,0
d9a8234d211da30baf9526fbebe9a8438ea7e11c,0.0,1,CWE-521
35c94dc6acc418f1ad7f6241a6680e5327495793,0.0,1,CWE-290
66c50585e5c10764d0b8a850fd49fa7012346560,0.07,0,0
a0d64445116c43cf46a5666bd4eee28e7a82f244,0.0,1,CWE-502
6dad599a8a1bda8b8e999cc4a7e460140e4ecc0a,0.0,1,CWE-290
7c30bc38a588b22b01f11130cfe99e7f36accf94,0.09,0,0
a27e07d90a4608ceaf928b1babb27d4d803e1992,0.01,0,0
8937203441ee241c4ace85da687b7d6633a12365,0.04,0,0
1d2a18dc5a3b3363e17db5af8b6b0273856ac077,0.02,0,0
54f007af94b8924a46786b34665223c127c19081,0.0,0,0
9f8c304c8a390ade133bac29963dc8e56ab14cbc,0.0,1,CWE-539
35d21c6830fc2d68aca838424a0e786821c5891c,0.02,0,0
d29216842a85c7970c536108e093963f02714498,0.01,0,0
1e206baedf8bef0334cca3eb92bab134ef525a28,0.0,1,CWE-404
4291086b1f081b869c6d79e5b7441633dc3ace00,0.0,0,0
a67adb997419fb53540d4a4f79c6471c60bc69b6,0.0,0,0
dd42bf1197144ede075a9d4793123f7689e164bc,0.01,0,0
eea750a5623ddac7a61982eec8f1c93481857578,0.0,0,0
0c136a2abd49298b66acb0cad504f0f972f5bfe8,0.0,0,0
7d0a06586b2686ba80c4a2da5f91cb10ffbea736,0.0,0,0
f6c40f0c6cbf00d46c7717a26419f2062f2f8694,0.03,0,0
43b11a91dd861a946b231b89b7542856ade23d1b,0.0,1,CWE-259
b1042c3eefca87c4bc32afb404ed6518d693e5be,0.0,0,0
aa673b2e4defc7cad5bec16c4fc8324f71e531f1,0.0,1,CWE-404
74d6e5f7de5ec736f71204b7b422af7380c19ac5,0.0,0,0
bfc56535f793c557aa754c50213fc5f882e6482d,0.0,0,0
ebc70b7a592420d3d2f359e4b1694c236b82c7ae,0.0,0,0
be818df547c3b0ae4fadb50fd210139a8636706a,0.0,0,0
8dbb21dfde14221dab09b6b9c7719b9067c1f06e,0.0,0,0
bd228fd097b41a798f90944b5d1245eddd484142,0.01,0,0
035c8587c0d8d307e45f1b7171a0d337bb451f1e,0.0,0,0
0048b4837affd153897ed1222283492070027aa9,0.0,1,CWE-327
78eb3b9235515652ed141353d98c239237030410,0.0,1,CWE-94
8f363b77ee4fbf7c3bbcf5ec2c5ca482d396d664,0.01,0,0
985122081165753c7442bd7824c473eb9ff56308,0.0,0,0
d10dcb615c8e29d403a24d35f8310a7a53e3050c,0.0,0,0
ce325c60c74b0fa784f5872404b722e120e5cab0,0.01,0,0
204cb29b3c84a74cbcd059d353c70c8bdc567d98,0.0,0,0
27463ad99f738ed93c7c8b3e2e5bc8c4853a2ff2,0.0,0,0
2874696a5a8d46639d261571f915c493cd875897,0.0,0,0
dd83c161fbcc5d8be637ab159c0de015cbff5ba4,0.01,0,0
0cc38aaa4064fd9e79101994ce9872c6d91f816b,0.01,0,0
666b58d40876dbcb247f25cc180c312d2bb8a9d2,0.0,0,0
ae9365db1b271b62b35ce018eac8799b1d5e8a53,0.0,0,0
96bf82ced0b58c7a4c2a6c300efeebe4f05c0ff4,0.0,0,0
c395c6e5d7e8df37a21265ff76e48fe75ceb5ae6,0.0,0,0
2b09d5d364986f724f17001ccfe4126b9b43a0be,0.0,0,0
7d11230060fa9c8f67e53c85224daf6648805c7b,0.0,0,0
5dc7f6981fdaf74c8c5be41f393df705841fb7c5,0.01,0,0
12fe4e90be7bfa2a763197079f68f5568a14e071,0.0,0,0
d85b3c4fff4c4b255232fcc01edbd57f19d60998,0.01,0,0
9725f1a10f80f5e0ae7d9b60547458622aeb322f,0.0,0,0
201f99f170df14ba52ea4c52847779042b7a623b,0.0,1,CWE-434
bf4e620e2d15689e8582425224160f39dcc8589c,0.0,1,CWE-922
4c65fed8bdf96780735dbdb92a8bd0d6b6526cc3,0.0,0,0
c095508770aebf1b9218e77026e48345d719b17c,0.01,0,0
8d6e1755518cfb98536d6c3daf0601f226d16842,0.0,0,0
8d0d42542e2cb7a56d645fbe4d0ef436e38bcefa,0.0,0,0
b8de6a8c,0.0,0,0
0a9ab9bdb3e891762553f667066190c1d22ad62b,0.01,0,0
096fe9eaea40a17e125569f9e657e34cdb6d73bd,0.0,0,0
0b5662bc2be13a8c8f044d925d87fb6e56247cd8,0.0,0,0
e41f331e90b383e3208cefb74e006df44bf3a4b8,0.0,0,0
448a16182065bd08a202d9057dd8ca541e67996c,0.0,0,0
1ba5bf993c6a3142e18e68ea6452b347f9cb5635,0.0,0,0
a0f0b9a21c9270930457095092f558fbad4c03e5,0.08,0,0
3afca1d6d413592c2b78cf28f52fa24a586d8f56,0.0,1,CWE-264
4d00135a680727f6c3be78f8befaac009030e4df,0.0,0,0
53575521406739cf20bbe4e384d88e7dca11f040,0.0,0,0
b34d7849ed90ced9345f8ea1c59bc8d101c18468,0.01,1,CWE-20
9e3f7a29694049edd728e2400ab57ad7553e5aa9,0.03,0,0
c9f838d104fed6f2f61d68164712e3204bf5271b,0.0,0,0
a637243270fc1faae16de059091795c32d86e65e,0.0,0,0
bf911e985d6bbaa328c20c3e05f4eb03de11fdd6,0.0,0,0
9a6bbee8006c24b46a85d29e7b38cfa79e9ab21b,0.0,0,0
a53046291020ec41e09181396c1e829287b48d47,0.0,0,0
80408e9e24a1c10f85fd969e1853e0f192157f92,0.0,0,0
87b8c1081959e45ffdcbabb3d53ac9882ef2b5ce,0.0,0,0
d10a0f980fe8f9407ab1ffbd612641433ebe175e,0.0,0,0
2105dae0f9d7a964375ce681e53cb165375f84c1,0.0,0,0
3a4b77cd47bb837b8557595ec7425f281f2ca1fe,0.0,0,0
8130d654d1de922ea224fa18ee3bc7262edc39c0,0.0,0,0
c5b30379ba87cbe774b08ac50c1f6d36df4ebb7c,0.0,0,0
fac8e0f579695a3ecbc4d3cac369139d7f819971,0.01,0,0
bc4db5d71dc67015572f8e4c6fdf87e29b854d02,0.0,0,0
8884dae60ace77a87ed9385442ce429e98c3a479,0.02,0,0
cca0e6e5341aacddefd4c4d36cef7cbdbc2a8777,0.0,0,0
e5407c5a9710247e5f728aae36224a245a51f0b,0.01,0,0
32bfbe5f78e214e2d589f92050228b91d704758e,0.0,1,CWE-275
0fc6b522487c061f89e8cdacf09f722d3f20589,0.0,1,CWE-20
2424cec7a099fe4392f052a754fadc28de9f8d86,0.0,0,0
dea1cd7fb02ee0fda6a005b5438e72fac2516133,0.05,0,0
735579b6f987b407049ac1f1da08e675d957c3e,0.0,0,0
fc2179cf1ac9fbfb61e3430fa88b641d87253327,0.0,0,0
6bdca97de39983083e400cb8715c019fe508b912,0.0,0,0
d83a76732e6804739b81d8b2056365307637b42d,0.01,1,CWE-639
76ebc9007567c8326217dd94844540e1e27d8468,0.0,0,0
18e86b6f8bea7326934109aa9ffa705ebf4bde90,0.0,1,CWE-404
ff8789737a0a64c12d68929497f16d8021052048,0.02,0,0
d7f6c53fd88635885914013649b6807ec53227bf,0.0,1,CWE-539
3ab123a109f6384f019db455f256520f4a8b85dd,0.0,0,0
a697f7b52c4e3aea0c6763b33d413b54a518e883,0.0,0,0
f4ca597b9a7000a88ad6bbe556283247e9f6bc14,0.0,0,0
1735d7f55094c3775c7d94e4f8568336dbe1a738,0.01,0,0
75e08695a04980dbceae6789364717e9d8764d58,0.0,1,CWE-639
c3351d2e7c3edfee82b9470e9aa1168982296072,0.01,0,0
b23ee9ef5ba4b65e7bd0e341c76ed197c06ee83d,0.0,0,0
7d2365a248943071a44d8495655186e4f14ea294,0.0,0,0
b59b611f82c546c13753421f79103c6f6e584606,0.0,1,CWE-404
025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,0.0,1,CWE-22
6ed7dc22beafeaa054713e63125044332729baa,0.0,0,0
dc3a73ee02ca183c509dedf703db28c80219c41c,0.0,1,CWE-434
d2e8f2ede7dea39f75f68384f331f38f094e4ed3,0.0,0,0
1a783729a1d7e0cd59d59a8dd3a73cdd6ac0f30d,0.0,0,0
f5e6eaeb4d46014df599be99328fa910dc44453d,0.0,0,0
4082ec7ae3d39198a47b5c803ccb20dacefb0b0,0.0,0,0
8e67b9144aa643769b261e2492cb561e04d016ab,0.0,0,0
03f547eb9868f48f44d59b56067d4ac4740672c3,0.0,0,0
34856a738829d8fedca4ed27bd6ff413af87186f,0.0,0,0
42294cc890536459b13cf16844cd65cccf66578,0.0,0,0
87935af56a27235e9399308ee1fcfb74f8edcefa,0.0,0,0
95d8ce53c314e0795aededee40b0e0880fd5578c,0.0,0,0
01edea6337c8ddb2ab80906aa1254d3c1dc02fb,0.0,0,0
c19fe66378c75725f3e3a380a6cb9f8b8a7dcb71,0.0,0,0
9772eb8410e37cd0bdec0d1b133218446c778beb,0.03,0,0
7de5c8dcd7e2f59f4f5a0c6c9b92cc9e785f9eac,0.0,0,0
1c9c6dd88266cfa7d333e5d8be1031fa31c5c93,0.0,0,0
fae6fabf9bd7647f5e9cb68897a7d72b545b741b,0.0,0,0
6d30c92cc8fcbde3ded7e9518853ef278080344d,0.0,0,0
c1660182010b4255c21c874d69c124370a67784a,0.02,0,0
864aa1199ad2cccc9a7e7c6b977f7d7f812c9910,0.0,1,CWE-94
09e9778e8a33052d8c27105aee5310649637233d,0.0,0,0
418a20c0594f23764fe29ced400c1219239899a,0.0,1,CWE-922
9cbd5867fe73ef07ecba6f16d64689632e3f2a16,0.01,0,0
74e26830d2849a84729b33497f729e0f033dc147,0.0,1,CWE-20
49c71fc59c1b8f8da77aea9eb53e61db168aebab,0.0,0,0
6808b11cd6d97c71a2eed754ed4f955acd789086,0.0,0,0
4df8b652aa018a5d5d1cda8fba938bf3422db31c,0.0,1,CWE-434
9137e6cc45922b529fb776c6857647a3935471bb,0.02,0,0
cd98322b171b15b3f88c5ec871175147893c31e6,0.01,1,CWE-539
2fd1e4b769911f2c6f7f3902f7ea21568ddc2f99,0.0,0,0
96f702681676d829628a23db171ffa79a32f03af,0.0,0,0
1db7e02de3eb0c011ee6681f5a12eb9d166fea8,0.0,0,0
30af3f5630542a2340781f66553e734a6fd69701,0.0,0,0
e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,0.0,0,0
5d57c855f3147bfc5e7fda9252317b428a700014,0.0,0,0
9233d9d6a018be4415d4d7d6cb4fe01176adf1a8,0.02,0,0
14c745aa293b8d3ce9cdd6bfbc6c0ef3f269b21,0.0,0,0
9d44cb0c7c25ccae95bfa1c2d59ce46200c643cb,0.0,1,CWE-79
a30ab30e4e9ae021fdda04e9abfc228476b846b5,0.01,0,0
22467b6e8fe19717ecdf201c0cf91bacf04a55ad,0.0,0,0
388e824518697c2c8f9f83fd964621d9c2f8fc4c,0.0,0,0
ce70ee6b8fe437a498a375215011056702b0c481,0.02,0,0
7387cb990e35b0f1b573faf29d4f9ae183d7a5e,0.0,1,CWE-94
dac97f1b7dac3e70ff603fb6fc9f205b95dd6b01,0.02,0,0
630e1ba065a8215c4e9ac03bfb09be9d655c2b6e,0.01,0,0
2906057dae995024576ce6afdc20abd85569514,0.0,0,0
c2ccb38250910587498597955d0bbee8b58e46df,0.05,0,0
2c6964ae94d8f9a9c9a32e5ae5a0b794e8b8d3b,0.63,1,CWE-120
e2d6e709c3c65a4951eb096843ee75d5200cfcad,0.01,0,0
723ea6a5bc5e7bc49e5ef84273c3b3c164a6a4fd,0.0,1,CWE-732
bbf6751bc0d87c4a3aaf21b54e26ce328ab998b,0.0,0,0
696ec886a23dae880cf12e34e1fe09c5df8fe94,0.01,0,0
2d7dbfe4c63a4242a9b28fdb662d91ceb7a84630,0.0,0,0
e28dd578fad90a6d5726ec34f3245c9f99d909a5,0.0,1,CWE-94
6d7d192e4799b51931e55217e02baec14d49607,0.01,0,0
3ded28aece694d0df39c9f0fa1ff385b14a8656b,0.0,0,0
